N,P,K,temperature,humidity,ph,rainfall,soil_type
73.2,50.3,67.7,25.0,71.2,6.91,2524.6,Loamy
136.0,48.3,116.6,16.7,90.2,6.1,4043.2,Forest Loam
99.1,36.7,82.8,29.2,82.6,6.68,2607.4,Riverine Alluvial
81.0,63.0,76.2,27.7,77.0,6.49,2254.6,Riverine Alluvial
42.2,40.9,67.6,28.4,95.9,7.39,1996.2,Coastal Alluvial
78.2,31.8,84.7,30.7,89.8,5.83,2264.9,Red Loam
32.0,40.8,47.7,33.4,75.8,7.87,2026.8,Coastal Alluvial
48.6,21.3,96.5,23.9,79.9,4.92,3508.9,Laterite
52.7,41.7,54.8,28.3,95.1,5.4,3794.9,Brown Hydromorphic
131.5,39.2,113.9,17.4,86.0,5.83,4121.8,Forest Loam
70.1,39.3,57.0,30.9,72.6,6.65,1397.5,Loamy
59.0,28.7,96.2,33.5,73.1,6.16,2217.8,Red Loam
65.1,39.0,40.0,30.0,87.7,4.98,2685.2,Brown Hydromorphic
37.6,24.1,37.4,28.4,51.5,6.5,728.0,Sandy
50.2,44.3,73.3,30.8,67.4,8.03,1178.0,Black Cotton
49.5,38.2,69.9,33.9,80.5,7.68,2090.7,Coastal Alluvial
74.7,55.0,68.0,32.1,85.0,4.94,2542.8,Brown Hydromorphic
47.8,22.8,65.8,28.8,83.6,4.44,3205.7,Brown Hydromorphic
87.7,47.7,90.7,29.2,70.6,6.95,1548.9,Clayey
74.9,39.9,69.2,25.2,68.4,6.44,1829.2,Loamy
55.0,34.1,70.4,35.5,55.7,7.89,1308.4,Black Cotton
81.1,61.3,105.6,27.0,85.2,6.43,2968.2,Riverine Alluvial
50.2,37.5,72.1,28.9,70.6,6.53,1957.9,Red Loam
75.3,35.7,63.4,28.1,69.8,8.11,1224.8,Black Cotton
115.3,49.1,131.8,25.2,80.6,6.14,3090.4,Forest Loam
25.6,13.4,43.5,27.4,46.9,7.18,1334.7,Sandy
52.2,41.9,48.4,33.1,82.0,7.05,1802.3,Coastal Alluvial
43.6,44.0,76.9,34.2,87.5,7.91,2438.2,Coastal Alluvial
60.0,20.0,68.3,31.3,75.2,5.05,2828.0,Laterite
46.5,21.2,50.3,29.8,81.0,5.47,3489.3,Laterite
126.0,22.8,40.3,30.3,88.1,4.36,2652.2,Peaty
63.5,12.8,77.2,34.2,79.2,6.18,3403.7,Laterite
83.6,28.3,71.8,29.4,75.5,6.6,2020.6,Red Loam
43.7,45.1,75.0,27.3,86.8,8.32,1997.0,Coastal Alluvial
79.4,31.2,65.2,31.7,85.8,3.88,2340.7,Brown Hydromorphic
52.9,5.9,79.9,28.5,80.8,5.62,3657.5,Laterite
75.2,17.1,83.5,30.2,86.7,6.16,2414.9,Red Loam
169.5,27.5,39.3,28.7,94.9,3.93,3241.3,Peaty
34.4,13.1,73.8,30.3,70.0,5.2,3966.6,Laterite
50.6,8.2,49.9,26.7,87.0,4.81,3310.2,Laterite
92.3,50.7,98.7,24.6,82.4,7.46,2600.6,Riverine Alluvial
67.2,27.4,94.3,30.4,78.6,6.0,2580.5,Red Loam
82.9,41.0,41.2,29.1,83.4,4.32,2994.9,Brown Hydromorphic
86.9,42.4,44.5,29.3,91.1,4.23,3426.8,Brown Hydromorphic
121.1,50.6,130.8,17.8,81.1,5.72,3810.8,Forest Loam
73.4,54.8,40.6,26.8,92.8,5.43,2923.1,Brown Hydromorphic
87.3,35.4,83.6,27.3,69.2,6.27,3031.5,Red Loam
40.7,22.3,27.0,35.6,56.4,6.02,1151.5,Sandy
78.3,42.9,52.0,29.3,73.3,7.91,1094.8,Black Cotton
98.5,55.3,111.3,27.5,85.3,7.57,2440.0,Riverine Alluvial
37.5,26.2,73.8,29.6,81.6,6.33,2545.3,Red Loam
42.8,13.6,61.2,26.5,86.9,5.01,3681.8,Laterite
40.5,34.9,41.6,30.1,79.2,7.83,1882.5,Coastal Alluvial
41.3,29.2,56.6,29.9,70.6,6.45,3169.8,Red Loam
61.3,35.0,112.3,35.1,76.5,6.41,2277.9,Red Loam
76.7,40.3,71.0,33.6,73.6,6.51,1316.5,Loamy
117.9,54.6,84.1,26.7,79.6,6.96,3566.6,Riverine Alluvial
35.5,23.2,40.1,32.2,58.6,6.85,929.2,Sandy
69.4,23.4,64.3,26.1,70.5,6.89,2339.8,Red Loam
77.1,35.5,96.8,25.0,83.2,7.14,2765.8,Riverine Alluvial
64.3,18.0,54.3,29.8,79.2,5.11,3288.2,Laterite
85.1,58.6,103.3,29.5,81.6,6.55,2711.0,Riverine Alluvial
100.5,51.4,90.6,26.8,86.9,6.85,2613.0,Riverine Alluvial
94.1,32.2,35.9,28.2,93.5,4.79,3455.4,Brown Hydromorphic
25.6,25.5,33.6,33.7,59.8,7.18,1240.4,Sandy
144.3,29.1,44.0,33.7,83.9,4.65,3060.8,Peaty
117.3,44.6,67.6,32.6,77.4,6.82,2812.3,Riverine Alluvial
79.3,19.9,57.3,30.8,67.9,5.96,2438.0,Red Loam
62.3,37.6,70.5,32.8,76.8,6.27,1812.4,Red Loam
88.4,54.7,84.3,29.4,81.5,6.18,2918.3,Riverine Alluvial
44.2,13.2,50.6,28.9,74.1,6.3,3225.2,Laterite
66.7,23.1,71.1,29.4,71.7,5.03,3864.8,Laterite
86.8,40.7,106.9,28.6,77.1,6.88,2837.2,Riverine Alluvial
94.9,33.3,60.3,37.2,56.9,8.21,1309.2,Black Cotton
73.1,5.0,59.2,27.4,78.6,5.6,3414.8,Laterite
135.0,35.8,59.7,30.3,96.0,4.26,3352.1,Peaty
65.2,21.6,63.3,35.0,75.2,4.93,3169.6,Laterite
55.6,49.7,46.0,34.4,64.1,7.07,1706.3,Black Cotton
82.6,29.0,80.4,24.6,71.2,5.78,3328.5,Red Loam
97.5,50.5,94.1,22.8,82.0,7.26,3184.9,Riverine Alluvial
127.6,48.8,78.8,21.5,86.6,5.8,3966.0,Forest Loam
84.1,38.2,101.7,29.0,80.1,6.71,2840.8,Riverine Alluvial
30.9,35.8,62.1,26.7,78.6,8.26,2279.6,Coastal Alluvial
47.5,10.7,73.3,29.0,73.4,4.76,2968.8,Laterite
83.2,28.3,99.9,34.7,79.4,6.19,2359.4,Red Loam
41.4,37.0,53.1,32.2,87.2,8.0,1889.9,Coastal Alluvial
73.6,33.1,47.8,29.6,81.8,4.33,4243.5,Brown Hydromorphic
82.1,58.2,93.8,29.7,83.1,6.65,1405.9,Clayey
60.8,21.1,64.8,32.4,73.7,6.91,2311.9,Red Loam
72.0,15.4,74.8,33.2,88.9,5.37,3506.9,Laterite
31.1,29.6,64.5,32.5,84.4,8.09,2099.0,Coastal Alluvial
95.8,58.2,75.0,29.2,86.4,7.33,2966.9,Riverine Alluvial
65.2,34.9,33.7,26.3,85.0,5.16,2554.2,Brown Hydromorphic
99.6,36.2,80.7,24.6,83.1,5.66,3705.0,Forest Loam
145.5,56.2,98.4,17.3,84.2,5.98,3491.3,Forest Loam
59.8,9.6,69.0,30.4,93.8,5.69,3006.6,Laterite
60.9,37.6,60.7,30.3,81.2,8.29,2703.1,Coastal Alluvial
63.0,36.1,58.2,28.2,73.6,6.32,2619.3,Red Loam
68.4,37.9,88.2,25.5,78.1,7.3,2417.6,Clayey
81.1,46.0,70.4,22.4,96.9,5.76,4431.0,Forest Loam
27.0,17.5,36.1,26.9,87.5,5.75,3364.6,Laterite
77.7,34.3,55.0,36.8,73.4,6.17,2787.8,Red Loam
73.4,36.8,33.8,26.7,90.7,4.06,3552.3,Brown Hydromorphic
82.2,60.4,107.9,29.9,81.4,6.92,2887.9,Riverine Alluvial
145.2,40.1,72.1,24.8,90.1,5.51,3938.4,Forest Loam
105.7,36.2,134.9,19.1,87.8,6.35,3320.5,Forest Loam
40.9,31.6,73.0,29.8,72.7,7.75,1830.9,Coastal Alluvial
36.3,27.6,57.1,33.0,84.1,8.48,2261.3,Coastal Alluvial
71.2,29.9,100.5,28.2,82.3,6.17,2233.7,Red Loam
74.1,49.3,49.5,27.5,65.4,7.95,1081.1,Black Cotton
90.1,40.7,89.2,28.2,88.4,6.91,3214.8,Riverine Alluvial
96.5,45.2,99.4,28.0,80.9,7.13,3412.4,Riverine Alluvial
66.8,43.8,121.4,29.5,79.3,6.77,2659.1,Riverine Alluvial
80.9,39.0,34.4,31.0,88.9,4.79,3149.1,Brown Hydromorphic
108.9,54.9,109.1,24.6,86.9,4.99,3880.3,Forest Loam
65.3,55.1,87.4,28.8,79.2,6.64,1975.6,Clayey
56.6,38.8,68.1,30.7,74.5,6.34,2663.3,Red Loam
116.2,46.3,130.5,21.9,82.6,4.99,5349.5,Forest Loam
50.6,47.0,72.9,31.1,61.2,7.32,1615.9,Black Cotton
62.6,36.0,54.2,34.8,56.6,8.41,968.6,Black Cotton
83.0,53.2,71.7,30.6,80.6,6.97,2421.3,Riverine Alluvial
134.5,28.3,47.9,28.0,95.8,4.31,3222.6,Peaty
93.1,61.3,59.8,28.2,81.9,6.41,2467.5,Riverine Alluvial
55.0,24.0,83.3,30.0,87.0,5.81,2809.7,Red Loam
77.6,41.5,65.2,31.4,93.5,5.28,3880.8,Brown Hydromorphic
70.1,48.4,68.4,25.8,81.3,6.29,1737.4,Loamy
71.6,18.4,74.7,30.2,81.4,6.18,3215.2,Red Loam
94.3,62.9,86.3,27.1,82.5,6.7,2647.2,Riverine Alluvial
70.2,27.0,58.1,33.4,81.7,4.31,2844.2,Brown Hydromorphic
69.8,15.2,98.4,27.5,78.7,5.01,3083.0,Laterite
80.2,30.4,70.3,35.5,48.4,7.92,1474.9,Black Cotton
116.1,52.9,113.2,21.5,79.1,5.87,4306.7,Forest Loam
85.5,42.2,74.0,29.3,67.9,7.55,1084.7,Black Cotton
74.3,41.6,57.6,36.5,64.6,7.4,1863.6,Black Cotton
145.5,30.2,34.4,30.0,94.1,4.39,2813.7,Peaty
52.7,13.8,84.6,28.1,76.1,5.09,3798.1,Laterite
62.5,22.2,90.5,28.6,80.5,6.24,3166.3,Red Loam
79.0,31.5,99.2,27.9,76.7,6.77,2826.8,Riverine Alluvial
109.6,48.3,88.1,22.6,83.1,5.64,3070.6,Forest Loam
72.7,9.6,79.6,24.9,82.8,5.55,2845.9,Laterite
51.3,17.2,85.9,28.1,86.1,5.04,3473.7,Laterite
62.4,13.9,81.2,25.0,64.8,6.78,3032.9,Red Loam
88.9,34.8,56.6,31.9,90.1,5.37,3499.3,Brown Hydromorphic
124.7,61.9,97.1,19.9,83.1,6.28,3980.9,Forest Loam
108.3,45.2,117.2,14.2,81.6,6.3,3918.2,Forest Loam
58.2,31.5,65.8,32.1,76.3,6.4,2259.8,Red Loam
35.0,18.4,36.6,30.5,38.0,6.49,1785.5,Sandy
60.7,27.9,95.7,29.2,61.8,6.35,2902.5,Red Loam
47.2,25.1,84.0,27.1,79.5,6.06,3314.4,Red Loam
55.0,32.4,82.3,28.0,65.8,6.31,2751.2,Red Loam
41.5,13.0,67.8,27.5,81.3,5.08,2744.0,Laterite
35.0,13.5,47.4,39.9,64.1,6.48,841.4,Sandy
77.9,46.6,104.7,27.6,84.8,6.95,1991.6,Riverine Alluvial
97.7,64.6,117.0,25.1,77.4,7.11,1329.4,Clayey
144.6,20.2,50.8,32.1,92.3,4.06,3009.4,Peaty
99.7,73.1,110.1,27.6,81.6,6.7,2379.9,Riverine Alluvial
64.8,17.0,77.9,32.4,76.6,5.39,3704.7,Laterite
162.2,30.5,56.9,32.4,97.0,3.66,3103.4,Peaty
56.6,13.5,90.6,32.6,85.8,5.42,3410.4,Laterite
134.8,71.5,81.4,14.2,79.9,5.29,4618.3,Forest Loam
150.0,15.7,33.8,32.7,93.3,4.0,3470.6,Peaty
67.8,15.7,53.6,29.3,85.2,5.39,2762.5,Laterite
42.0,35.8,42.6,34.5,84.0,7.98,1969.0,Coastal Alluvial
63.1,33.0,93.2,27.5,67.9,6.05,2526.5,Red Loam
39.2,14.2,33.5,30.1,54.5,5.95,1328.5,Sandy
35.5,17.4,57.0,28.0,80.5,4.85,3396.0,Laterite
71.4,21.8,89.7,31.4,85.9,4.97,3081.4,Laterite
61.4,46.2,81.4,29.0,72.8,7.31,2671.3,Clayey
167.0,44.0,41.2,28.6,90.3,4.42,2918.3,Peaty
72.8,30.5,55.2,28.5,86.1,4.86,2572.6,Brown Hydromorphic
101.8,55.5,105.8,22.0,77.2,5.52,3970.1,Forest Loam
64.0,17.8,79.8,29.2,79.5,5.24,2849.0,Laterite
63.9,41.5,51.6,25.7,74.7,6.73,1916.8,Loamy
55.5,31.8,55.2,23.8,74.3,6.8,1797.4,Loamy
73.5,29.8,102.4,28.4,83.1,6.49,3450.3,Red Loam
54.8,8.6,62.6,29.4,71.5,5.62,3294.5,Laterite
91.1,37.6,65.5,36.0,61.0,8.31,1502.9,Black Cotton
46.0,46.3,55.0,29.4,89.0,7.63,1224.0,Coastal Alluvial
72.6,36.0,89.2,28.4,69.7,5.34,2877.9,Red Loam
70.9,46.4,54.0,28.8,86.7,5.19,2984.7,Brown Hydromorphic
61.0,7.3,98.8,27.6,70.1,4.94,2725.1,Laterite
56.9,23.4,63.7,29.1,93.9,4.92,2822.6,Brown Hydromorphic
65.0,59.5,92.7,28.9,69.9,7.79,2994.7,Clayey
93.8,46.3,91.9,29.3,81.0,5.89,2758.1,Riverine Alluvial
45.3,16.9,65.8,28.8,76.6,5.37,3122.2,Laterite
47.7,18.7,91.1,28.3,86.4,5.78,3574.4,Laterite
132.0,22.4,57.3,29.0,87.3,3.72,2663.7,Peaty
85.5,29.0,95.5,24.8,85.5,5.86,3572.5,Forest Loam
55.8,14.3,68.7,26.4,79.5,5.51,3888.9,Laterite
104.6,44.9,54.3,25.5,83.0,6.78,2510.5,Riverine Alluvial
57.4,28.2,47.7,29.6,91.1,7.14,1853.9,Coastal Alluvial
68.5,44.8,46.6,28.8,76.8,4.63,3458.7,Brown Hydromorphic
36.0,31.6,70.9,29.8,87.1,7.59,2106.7,Coastal Alluvial
40.8,13.2,75.9,32.1,75.4,5.87,2968.4,Laterite
55.1,37.8,49.0,32.6,85.0,8.19,2102.4,Coastal Alluvial
114.6,29.1,39.6,30.2,88.5,4.8,2775.1,Peaty
45.2,23.9,28.5,29.3,55.7,7.2,1359.5,Sandy
88.8,54.9,68.9,29.0,86.7,7.2,3491.6,Riverine Alluvial
86.7,57.7,65.5,27.8,71.2,7.02,2384.6,Riverine Alluvial
63.5,19.9,45.3,27.2,91.4,5.45,3801.0,Laterite
67.3,45.4,64.5,28.7,88.1,4.37,3090.4,Brown Hydromorphic
72.8,52.7,54.5,28.3,92.7,4.66,3175.4,Brown Hydromorphic
56.9,12.5,79.8,33.1,86.4,5.9,3842.8,Laterite
87.0,43.8,129.0,20.9,88.7,5.52,4464.9,Forest Loam
88.0,37.6,51.1,27.8,88.4,4.0,3274.1,Brown Hydromorphic
27.0,48.6,68.0,31.8,83.9,7.97,2057.4,Coastal Alluvial
51.2,8.3,71.9,33.6,78.1,5.46,3197.4,Laterite
79.6,18.4,84.4,36.8,78.6,6.45,3319.3,Red Loam
46.8,13.0,66.1,27.7,80.9,5.34,2953.0,Laterite
55.1,17.5,74.2,30.1,74.2,5.55,3223.4,Laterite
43.5,33.8,74.4,36.2,83.1,5.71,2336.3,Red Loam
65.2,25.1,76.7,30.7,79.5,6.13,2731.1,Red Loam
36.0,21.0,88.1,32.8,79.0,6.31,2776.5,Red Loam
136.3,23.3,66.0,34.2,95.7,4.46,2943.1,Peaty
63.7,4.8,76.1,27.1,84.8,4.95,2550.2,Laterite
42.7,32.3,50.6,29.1,85.6,7.85,2072.0,Coastal Alluvial
59.0,33.0,52.2,31.1,85.3,7.72,1812.9,Coastal Alluvial
56.7,21.7,50.5,25.6,74.6,5.59,3103.2,Laterite
61.9,26.9,58.1,33.2,70.2,7.77,1653.7,Black Cotton
63.5,27.8,27.4,31.3,95.5,4.79,3528.4,Brown Hydromorphic
86.7,43.4,60.8,33.4,75.7,7.04,1033.3,Black Cotton
46.2,27.7,30.9,31.2,60.4,6.01,1509.3,Sandy
37.8,23.5,34.5,31.9,58.5,6.69,1482.5,Sandy
105.7,57.6,114.8,16.5,89.8,5.8,4796.1,Forest Loam
67.8,33.5,71.0,28.0,61.8,7.99,1053.3,Black Cotton
69.6,43.9,62.0,31.4,93.1,4.94,2866.3,Brown Hydromorphic
63.8,21.2,45.0,32.4,76.8,5.52,2711.9,Red Loam
53.3,21.8,66.5,25.7,87.0,5.65,2937.5,Laterite
22.5,27.5,65.4,26.6,83.2,7.68,2181.1,Coastal Alluvial
46.4,19.2,43.0,26.4,77.2,4.76,3479.9,Laterite
148.6,22.1,39.2,30.0,98.2,4.56,3327.8,Peaty
69.1,53.4,90.2,29.1,78.0,6.67,2881.5,Riverine Alluvial
52.6,22.2,61.3,27.9,83.2,5.5,2930.6,Laterite
106.4,53.6,91.7,19.4,82.3,5.17,3500.5,Forest Loam
65.7,29.1,77.2,28.0,85.9,6.21,2821.5,Red Loam
40.3,24.1,55.7,30.4,48.0,6.89,1301.6,Sandy
92.0,50.7,90.7,31.3,82.2,6.85,2285.0,Riverine Alluvial
51.4,18.5,84.6,31.0,77.2,4.52,3500.8,Laterite
129.8,35.6,41.6,27.4,92.1,4.34,2693.7,Peaty
126.5,44.7,88.3,22.2,86.0,5.43,3919.0,Forest Loam
109.4,49.2,80.4,29.8,80.5,7.03,2982.9,Riverine Alluvial
62.4,42.8,67.7,32.6,65.4,7.3,1090.1,Black Cotton
40.9,25.3,57.3,30.8,93.8,4.87,3436.0,Laterite
62.1,16.4,73.3,29.9,74.6,6.33,2356.4,Red Loam
67.4,64.8,100.3,28.1,77.3,7.45,3098.4,Riverine Alluvial
50.6,36.9,56.3,31.2,76.8,7.36,1896.5,Coastal Alluvial
81.1,57.9,110.0,28.1,83.2,6.53,2784.0,Riverine Alluvial
69.1,39.3,57.3,28.8,68.3,7.42,1461.4,Black Cotton
58.3,16.6,65.4,28.0,76.0,4.98,2924.5,Laterite
51.9,31.5,27.0,33.7,72.5,7.96,2462.5,Coastal Alluvial
55.6,27.9,49.4,32.5,85.5,7.95,1818.9,Coastal Alluvial
94.3,49.9,86.7,31.1,81.6,6.24,1717.9,Loamy
163.0,19.4,62.4,33.6,90.0,4.57,2987.7,Peaty
54.4,37.3,61.6,32.7,84.6,8.06,2039.4,Coastal Alluvial
69.1,38.2,44.6,34.0,66.2,8.4,1315.3,Black Cotton
60.3,30.2,77.8,27.2,71.1,5.78,2558.6,Red Loam
58.1,13.2,55.3,30.5,85.4,5.77,2944.9,Laterite
114.0,36.5,119.6,20.4,76.5,5.83,3941.3,Forest Loam
71.3,44.3,45.5,31.5,60.3,7.65,1629.5,Black Cotton
59.0,34.6,41.7,28.6,84.4,7.83,2045.5,Coastal Alluvial
57.9,20.3,80.0,31.8,78.4,4.72,2426.2,Laterite
79.9,34.3,50.1,27.3,63.3,6.57,1390.7,Loamy
62.4,22.2,65.7,31.6,80.1,6.09,2879.6,Red Loam
61.9,26.2,101.4,29.6,83.1,6.24,2410.8,Red Loam
22.5,31.5,59.0,31.8,92.3,7.16,2433.2,Coastal Alluvial
36.2,27.3,28.7,28.4,56.2,6.9,1169.7,Sandy
25.0,34.1,74.8,32.9,77.3,7.08,1824.1,Coastal Alluvial
99.3,39.7,90.9,21.9,90.8,5.52,3888.4,Forest Loam
69.4,52.7,56.8,32.0,95.0,4.57,3225.1,Brown Hydromorphic
96.5,59.3,63.0,19.7,73.6,6.0,2894.2,Forest Loam
131.9,14.9,45.9,30.0,90.7,4.87,2955.3,Peaty
113.0,37.5,85.4,28.5,76.6,6.64,2657.3,Riverine Alluvial
137.4,36.9,41.1,31.3,93.2,4.1,3010.1,Peaty
77.1,51.2,97.4,29.9,75.6,7.69,2029.6,Clayey
70.6,32.6,51.7,35.7,67.3,7.62,1339.1,Black Cotton
70.1,42.2,69.6,28.1,77.6,7.11,2818.2,Riverine Alluvial
61.5,32.2,86.5,35.2,73.9,6.12,2560.7,Red Loam
86.6,29.0,68.2,32.0,91.4,4.47,2353.6,Brown Hydromorphic
68.8,19.7,60.6,26.4,81.0,5.15,3119.4,Laterite
87.2,45.7,100.1,27.5,84.3,6.93,2727.8,Riverine Alluvial
60.4,17.0,55.9,30.2,81.2,5.27,3488.5,Laterite
54.4,34.7,39.4,29.5,89.2,7.72,1956.2,Coastal Alluvial
66.6,19.4,87.2,28.1,67.2,6.42,2065.2,Red Loam
58.5,30.2,48.8,30.7,82.7,7.92,2082.3,Coastal Alluvial
18.0,37.7,28.2,29.9,42.1,7.41,1485.4,Sandy
77.6,12.7,66.8,30.3,76.5,5.49,3367.2,Laterite
64.6,30.9,47.8,30.3,98.2,4.48,2874.7,Brown Hydromorphic
79.1,42.8,40.5,29.9,88.6,5.41,3602.3,Brown Hydromorphic
56.1,34.6,47.3,29.3,87.9,8.35,2272.7,Coastal Alluvial
148.2,35.1,46.2,30.3,94.0,4.58,3173.4,Peaty
80.7,17.3,67.9,27.6,82.6,5.04,3273.5,Laterite
169.4,21.5,44.5,29.4,91.3,4.01,2888.2,Peaty
40.9,12.6,55.9,29.6,78.8,5.64,2771.1,Laterite
59.9,24.7,45.1,30.5,86.3,7.27,1589.8,Coastal Alluvial
53.5,34.1,46.8,30.8,85.9,7.95,2389.3,Coastal Alluvial
146.0,26.3,56.8,30.3,90.2,3.91,2807.1,Peaty
58.1,39.8,57.6,31.6,86.3,7.99,2365.9,Coastal Alluvial
157.4,19.1,38.1,31.3,89.1,4.15,3414.0,Peaty
62.4,40.4,62.6,34.2,86.7,7.86,2210.8,Coastal Alluvial
68.5,29.6,86.7,24.6,78.4,5.91,2110.1,Red Loam
108.1,33.0,86.5,18.1,87.9,5.87,4392.2,Forest Loam
62.3,38.6,77.1,27.2,86.7,6.09,2713.1,Red Loam
90.0,37.8,43.2,28.5,93.7,4.31,3572.3,Peaty
73.0,21.7,52.1,23.8,71.5,6.37,2675.1,Red Loam
39.3,14.4,32.4,29.8,43.3,6.93,1136.2,Sandy
71.3,21.8,59.7,29.9,87.8,5.49,2754.9,Brown Hydromorphic
83.9,56.6,95.8,28.1,83.3,6.74,3053.1,Riverine Alluvial
56.3,41.3,61.0,34.1,81.1,7.55,2002.6,Coastal Alluvial
81.4,55.0,62.9,31.6,82.6,4.81,3149.1,Brown Hydromorphic
111.2,42.7,88.3,28.6,86.0,6.61,3033.4,Riverine Alluvial
65.8,18.6,53.4,30.3,90.3,5.27,3190.1,Laterite
69.4,26.4,89.0,27.3,66.3,6.18,2963.2,Red Loam
83.4,27.7,60.4,27.8,95.4,4.57,3305.6,Brown Hydromorphic
73.9,15.3,72.5,29.7,80.9,5.34,3351.1,Laterite
118.4,18.7,38.6,33.2,94.5,3.86,2970.3,Peaty
51.1,14.5,45.2,27.6,77.5,5.67,3319.0,Laterite
100.7,63.6,96.6,32.3,86.5,7.23,3307.2,Riverine Alluvial
75.8,30.4,59.6,28.3,85.7,4.38,3562.7,Brown Hydromorphic
88.1,28.3,103.7,28.8,77.9,7.03,2254.0,Clayey
87.9,40.5,72.6,31.5,72.6,6.43,2517.6,Riverine Alluvial
109.7,57.0,103.0,15.3,80.6,5.5,3564.6,Forest Loam
171.1,35.6,36.1,27.1,91.9,4.39,3012.9,Peaty
42.9,36.0,48.8,31.2,77.2,7.15,2712.0,Coastal Alluvial
73.7,50.2,91.4,28.2,61.8,7.25,1547.3,Clayey
65.6,25.6,55.6,30.9,87.6,4.52,3034.8,Brown Hydromorphic
86.8,43.9,61.9,25.4,82.9,6.67,2293.6,Riverine Alluvial
45.5,29.2,79.6,24.9,74.6,6.12,2911.6,Red Loam
72.5,28.0,89.5,29.0,82.6,6.12,2290.5,Red Loam
54.8,15.7,79.5,27.0,78.3,4.86,4379.9,Laterite
80.1,13.9,110.0,29.7,88.6,4.91,3852.9,Laterite
50.3,13.3,63.2,28.5,76.9,4.76,3153.8,Laterite
64.3,4.5,89.9,29.3,74.3,5.67,3461.5,Laterite
71.2,37.8,66.8,34.0,58.5,7.81,1409.7,Black Cotton
52.9,16.3,75.4,31.3,75.8,5.21,3286.9,Laterite
97.0,51.3,104.7,21.9,87.9,5.83,3742.2,Forest Loam
43.4,22.0,83.3,32.8,77.2,5.37,3294.2,Laterite
37.9,36.8,63.2,30.8,88.9,7.81,2771.6,Coastal Alluvial
54.3,17.2,72.5,28.2,81.4,5.71,3216.1,Laterite
84.0,25.5,49.7,28.2,87.7,4.76,3925.1,Brown Hydromorphic
56.5,12.6,80.5,26.3,77.5,5.41,3275.6,Laterite
62.6,36.4,103.3,27.3,73.4,5.63,1786.8,Red Loam
61.5,52.4,55.5,26.7,63.0,6.67,1435.0,Loamy
66.7,18.9,55.0,30.2,82.2,5.94,3168.8,Laterite
50.6,24.8,70.0,28.9,75.1,5.92,2210.8,Red Loam
44.4,42.9,58.2,28.2,85.4,7.74,1790.2,Coastal Alluvial
22.5,35.2,58.0,32.1,83.1,7.72,1853.0,Coastal Alluvial
37.5,37.6,46.9,24.6,80.1,5.81,3128.9,Red Loam
55.5,11.3,62.8,28.3,84.9,5.08,2943.3,Laterite
122.3,46.9,69.4,19.5,89.4,5.81,4678.7,Forest Loam
66.8,46.3,43.1,28.5,90.7,4.55,3466.6,Brown Hydromorphic
51.3,16.6,78.4,29.3,74.0,5.67,3968.3,Laterite
71.9,38.7,67.9,36.5,57.2,7.55,853.0,Black Cotton
57.1,17.6,78.7,26.3,82.7,5.95,3164.8,Laterite
33.6,11.2,90.5,26.9,72.5,5.54,3948.1,Laterite
67.8,14.5,77.5,29.9,85.8,5.38,2951.0,Laterite
44.4,40.0,46.6,33.8,87.8,7.76,2049.1,Coastal Alluvial
79.0,31.4,54.4,30.6,90.5,4.78,2972.9,Brown Hydromorphic
41.3,18.9,68.6,32.9,88.0,5.47,2822.0,Laterite
64.2,38.5,75.5,25.0,74.9,7.07,2120.4,Loamy
58.6,10.5,75.1,28.1,79.5,5.06,2381.3,Laterite
54.8,16.3,71.3,26.0,76.6,5.38,3134.3,Laterite
84.6,36.4,50.3,32.1,85.3,4.96,3914.0,Brown Hydromorphic
41.6,37.5,49.9,31.8,81.5,7.84,1823.8,Coastal Alluvial
67.4,26.7,65.5,25.0,80.8,5.91,3657.5,Red Loam
38.9,9.6,57.6,25.5,85.8,5.54,2132.2,Laterite
50.9,20.5,74.7,28.2,80.5,5.08,3049.1,Laterite
65.7,51.0,69.4,33.6,86.4,8.0,2521.7,Coastal Alluvial
58.3,29.3,78.2,30.7,64.1,6.03,2293.1,Red Loam
34.0,38.6,27.0,30.6,86.8,7.59,1931.6,Coastal Alluvial
33.1,49.6,51.6,31.0,80.9,7.77,2014.7,Coastal Alluvial
87.2,57.6,69.3,28.2,81.4,6.41,3551.1,Riverine Alluvial
111.2,40.5,105.8,16.5,84.1,6.31,4397.5,Forest Loam
72.7,34.9,113.9,31.5,85.0,5.88,2459.4,Red Loam
39.5,24.5,30.3,30.6,62.0,6.31,568.4,Sandy
71.9,31.7,48.8,30.8,84.2,4.74,3354.2,Brown Hydromorphic
69.1,40.5,67.2,31.0,85.7,4.73,3304.5,Brown Hydromorphic
72.2,29.5,55.4,31.2,88.9,4.32,2936.0,Brown Hydromorphic
72.8,32.3,84.4,34.6,55.1,8.14,1071.3,Black Cotton
73.5,34.9,83.6,29.2,89.8,6.57,2442.2,Red Loam
94.9,60.4,79.4,28.0,77.5,6.65,2687.7,Riverine Alluvial
52.9,15.2,79.3,28.9,81.0,5.0,3694.8,Laterite
60.6,14.4,105.7,22.8,81.2,5.35,2870.3,Laterite
85.0,38.0,82.5,31.9,92.6,4.66,3355.3,Brown Hydromorphic
83.1,55.0,48.5,26.7,80.6,4.16,2776.8,Brown Hydromorphic
126.9,23.4,44.1,31.0,91.3,4.19,3189.7,Peaty
